Summary of the training: 
(' ave_R ', 875.59, ' std_R ', 360.59, ' min_R ', -0.18, ' max_R ', 1559.49, ' times ', 352490486, ' epi', 138200, ' clock ', 187.88, ' min')
(' ave_R ', 877.02, ' std_R ', 353.04, ' min_R ', -0.18, ' max_R ', 1559.49, ' times ', 352743392, ' epi', 138300, ' clock ', 188.02, ' min')
(' ave_R ', 869.48, ' std_R ', 340.77, ' min_R ', -0.18, ' max_R ', 1559.49, ' times ', 353002783, ' epi', 138400, ' clock ', 188.17, ' min')
(' ave_R ', 870.32, ' std_R ', 329.82, ' min_R ', 4.28, ' max_R ', 1559.49, ' times ', 353265946, ' epi', 138500, ' clock ', 188.31, ' min')
(' ave_R ', 872.8, ' std_R ', 341.5, ' min_R ', 4.28, ' max_R ', 1728.59, ' times ', 353533194, ' epi', 138600, ' clock ', 188.46, ' min')
(' ave_R ', 919.47, ' std_R ', 366.97, ' min_R ', 4.28, ' max_R ', 1806.13, ' times ', 353827872, ' epi', 138700, ' clock ', 188.61, ' min')
(' ave_R ', 915.14, ' std_R ', 348.09, ' min_R ', 94.42, ' max_R ', 1806.13, ' times ', 354108124, ' epi', 138800, ' clock ', 188.75, ' min')
(' ave_R ', 948.62, ' std_R ', 340.12, ' min_R ', 129.04, ' max_R ', 1806.13, ' times ', 354383316, ' epi', 138900, ' clock ', 188.9, ' min')
(' ave_R ', 946.93, ' std_R ', 346.54, ' min_R ', 129.04, ' max_R ', 1806.13, ' times ', 354632877, ' epi', 139000, ' clock ', 189.03, ' min')
(' ave_R ', 920.29, ' std_R ', 353.91, ' min_R ', 129.04, ' max_R ', 1806.13, ' times ', 354888166, ' epi', 139100, ' clock ', 189.18, ' min')
(' ave_R ', 913.87, ' std_R ', 352.63, ' min_R ', 129.04, ' max_R ', 1806.13, ' times ', 355153485, ' epi', 139200, ' clock ', 189.32, ' min')
(' ave_R ', 934.84, ' std_R ', 354.23, ' min_R ', 129.04, ' max_R ', 1806.13, ' times ', 355419604, ' epi', 139300, ' clock ', 189.46, ' min')
(' ave_R ', 996.39, ' std_R ', 389.95, ' min_R ', 129.04, ' max_R ', 2016.47, ' times ', 355713855, ' epi', 139400, ' clock ', 189.61, ' min')
(' ave_R ', 1023.43, ' std_R ', 384.84, ' min_R ', 187.24, ' max_R ', 2016.47, ' times ', 355995259, ' epi', 139500, ' clock ', 189.76, ' min')
(' ave_R ', 1039.57, ' std_R ', 402.67, ' min_R ', 110.81, ' max_R ', 2016.47, ' times ', 356244454, ' epi', 139600, ' clock ', 189.9, ' min')
(' ave_R ', 1001.97, ' std_R ', 400.93, ' min_R ', 110.81, ' max_R ', 2016.47, ' times ', 356508205, ' epi', 139700, ' clock ', 190.05, ' min')
(' ave_R ', 978.97, ' std_R ', 407.21, ' min_R ', 110.81, ' max_R ', 2016.47, ' times ', 356782285, ' epi', 139800, ' clock ', 190.2, ' min')
(' ave_R ', 973.92, ' std_R ', 421.29, ' min_R ', 105.43, ' max_R ', 2016.47, ' times ', 357039971, ' epi', 139900, ' clock ', 190.34, ' min')
(' ave_R ', 984.64, ' std_R ', 424.98, ' min_R ', 101.02, ' max_R ', 2016.47, ' times ', 357303470, ' epi', 140000, ' clock ', 190.49, ' min')
(' ave_R ', 1011.76, ' std_R ', 422.12, ' min_R ', 97.0, ' max_R ', 2016.47, ' times ', 357574822, ' epi', 140100, ' clock ', 190.63, ' min')
(' ave_R ', 1026.55, ' std_R ', 423.81, ' min_R ', 97.0, ' max_R ', 2016.47, ' times ', 357864091, ' epi', 140200, ' clock ', 190.78, ' min')
(' ave_R ', 1024.14, ' std_R ', 426.68, ' min_R ', 97.0, ' max_R ', 2016.47, ' times ', 358148131, ' epi', 140300, ' clock ', 190.93, ' min')
(' ave_R ', 998.5, ' std_R ', 416.47, ' min_R ', 97.0, ' max_R ', 1914.41, ' times ', 358440373, ' epi', 140400, ' clock ', 191.08, ' min')
(' ave_R ', 977.76, ' std_R ', 421.52, ' min_R ', 97.0, ' max_R ', 1914.41, ' times ', 358691950, ' epi', 140500, ' clock ', 191.22, ' min')
(' ave_R ', 966.12, ' std_R ', 397.88, ' min_R ', 97.0, ' max_R ', 1892.68, ' times ', 358963347, ' epi', 140600, ' clock ', 191.36, ' min')
(' ave_R ', 972.48, ' std_R ', 397.2, ' min_R ', 97.0, ' max_R ', 1892.68, ' times ', 359247811, ' epi', 140700, ' clock ', 191.51, ' min')
(' ave_R ', 1035.29, ' std_R ', 434.85, ' min_R ', 97.0, ' max_R ', 2104.73, ' times ', 359547811, ' epi', 140800, ' clock ', 191.67, ' min')
(' ave_R ', 1009.54, ' std_R ', 425.1, ' min_R ', 97.0, ' max_R ', 2104.73, ' times ', 359834808, ' epi', 140900, ' clock ', 191.82, ' min')
(' ave_R ', 1020.21, ' std_R ', 428.46, ' min_R ', 68.64, ' max_R ', 2104.73, ' times ', 360101781, ' epi', 141000, ' clock ', 191.96, ' min')
(' ave_R ', 1020.63, ' std_R ', 423.34, ' min_R ', 68.64, ' max_R ', 2104.73, ' times ', 360383489, ' epi', 141100, ' clock ', 192.11, ' min')
(' ave_R ', 1000.06, ' std_R ', 435.56, ' min_R ', 68.64, ' max_R ', 2104.73, ' times ', 360640637, ' epi', 141200, ' clock ', 192.25, ' min')
(' ave_R ', 995.47, ' std_R ', 434.42, ' min_R ', 68.64, ' max_R ', 2104.73, ' times ', 360915678, ' epi', 141300, ' clock ', 192.39, ' min')
(' ave_R ', 974.46, ' std_R ', 422.68, ' min_R ', 68.64, ' max_R ', 2104.73, ' times ', 361182220, ' epi', 141400, ' clock ', 192.54, ' min')
(' ave_R ', 974.57, ' std_R ', 419.79, ' min_R ', 68.64, ' max_R ', 2104.73, ' times ', 361429840, ' epi', 141500, ' clock ', 192.67, ' min')
(' ave_R ', 969.28, ' std_R ', 428.54, ' min_R ', 68.64, ' max_R ', 2104.73, ' times ', 361689563, ' epi', 141600, ' clock ', 192.82, ' min')
(' ave_R ', 955.13, ' std_R ', 428.7, ' min_R ', 68.64, ' max_R ', 2104.73, ' times ', 361949857, ' epi', 141700, ' clock ', 192.96, ' min')
(' ave_R ', 920.02, ' std_R ', 394.13, ' min_R ', 68.64, ' max_R ', 1835.08, ' times ', 362232444, ' epi', 141800, ' clock ', 193.11, ' min')
(' ave_R ', 938.3, ' std_R ', 402.08, ' min_R ', 68.64, ' max_R ', 1835.08, ' times ', 362504549, ' epi', 141900, ' clock ', 193.25, ' min')
(' ave_R ', 935.17, ' std_R ', 388.87, ' min_R ', 72.59, ' max_R ', 1820.11, ' times ', 362780137, ' epi', 142000, ' clock ', 193.4, ' min')
(' ave_R ', 971.47, ' std_R ', 414.96, ' min_R ', 72.59, ' max_R ', 1829.67, ' times ', 363069673, ' epi', 142100, ' clock ', 193.55, ' min')
(' ave_R ', 953.43, ' std_R ', 414.56, ' min_R ', 79.94, ' max_R ', 1829.67, ' times ', 363314647, ' epi', 142200, ' clock ', 193.69, ' min')
(' ave_R ', 961.05, ' std_R ', 416.46, ' min_R ', 79.94, ' max_R ', 1829.67, ' times ', 363589026, ' epi', 142300, ' clock ', 193.84, ' min')
(' ave_R ', 973.9, ' std_R ', 411.78, ' min_R ', 79.94, ' max_R ', 1829.67, ' times ', 363865846, ' epi', 142400, ' clock ', 193.98, ' min')
(' ave_R ', 976.92, ' std_R ', 409.51, ' min_R ', 79.94, ' max_R ', 1829.67, ' times ', 364149947, ' epi', 142500, ' clock ', 194.13, ' min')
(' ave_R ', 959.3, ' std_R ', 402.85, ' min_R ', 82.9, ' max_R ', 1829.67, ' times ', 364399363, ' epi', 142600, ' clock ', 194.27, ' min')
(' ave_R ', 984.18, ' std_R ', 400.26, ' min_R ', 82.9, ' max_R ', 1829.67, ' times ', 364688378, ' epi', 142700, ' clock ', 194.42, ' min')
(' ave_R ', 981.65, ' std_R ', 391.78, ' min_R ', 82.9, ' max_R ', 1829.67, ' times ', 364975755, ' epi', 142800, ' clock ', 194.57, ' min')
(' ave_R ', 971.79, ' std_R ', 386.21, ' min_R ', 82.9, ' max_R ', 1829.67, ' times ', 365251111, ' epi', 142900, ' clock ', 194.72, ' min')
(' ave_R ', 977.1, ' std_R ', 393.57, ' min_R ', 82.9, ' max_R ', 1829.67, ' times ', 365537155, ' epi', 143000, ' clock ', 194.87, ' min')
(' ave_R ', 944.08, ' std_R ', 376.76, ' min_R ', 58.87, ' max_R ', 1764.87, ' times ', 365815198, ' epi', 143100, ' clock ', 195.02, ' min')
(' ave_R ', 961.17, ' std_R ', 369.76, ' min_R ', 58.87, ' max_R ', 1764.87, ' times ', 366092115, ' epi', 143200, ' clock ', 195.17, ' min')
(' ave_R ', 953.68, ' std_R ', 373.54, ' min_R ', 58.87, ' max_R ', 1764.87, ' times ', 366347831, ' epi', 143300, ' clock ', 195.31, ' min')
(' ave_R ', 935.25, ' std_R ', 380.8, ' min_R ', -0.01, ' max_R ', 1764.87, ' times ', 366614577, ' epi', 143400, ' clock ', 195.45, ' min')
(' ave_R ', 943.52, ' std_R ', 380.55, ' min_R ', -0.01, ' max_R ', 1764.87, ' times ', 366906336, ' epi', 143500, ' clock ', 195.6, ' min')
(' ave_R ', 973.29, ' std_R ', 381.8, ' min_R ', -0.01, ' max_R ', 1764.87, ' times ', 367195917, ' epi', 143600, ' clock ', 195.75, ' min')
(' ave_R ', 955.89, ' std_R ', 407.25, ' min_R ', -0.01, ' max_R ', 1874.92, ' times ', 367426992, ' epi', 143700, ' clock ', 195.89, ' min')
(' ave_R ', 953.15, ' std_R ', 407.92, ' min_R ', -0.01, ' max_R ', 1874.92, ' times ', 367676652, ' epi', 143800, ' clock ', 196.03, ' min')
(' ave_R ', 966.3, ' std_R ', 410.31, ' min_R ', -0.01, ' max_R ', 1874.92, ' times ', 367946148, ' epi', 143900, ' clock ', 196.17, ' min')
(' ave_R ', 960.73, ' std_R ', 412.36, ' min_R ', -0.01, ' max_R ', 1874.92, ' times ', 368229466, ' epi', 144000, ' clock ', 196.32, ' min')
(' ave_R ', 980.52, ' std_R ', 402.67, ' min_R ', -0.01, ' max_R ', 1874.92, ' times ', 368515573, ' epi', 144100, ' clock ', 196.46, ' min')
(' ave_R ', 1016.45, ' std_R ', 405.01, ' min_R ', -0.01, ' max_R ', 1874.92, ' times ', 368814793, ' epi', 144200, ' clock ', 196.62, ' min')
(' ave_R ', 1053.43, ' std_R ', 423.67, ' min_R ', -0.01, ' max_R ', 1956.08, ' times ', 369090692, ' epi', 144300, ' clock ', 196.76, ' min')
(' ave_R ', 1070.56, ' std_R ', 417.22, ' min_R ', 7.83, ' max_R ', 1956.08, ' times ', 369364996, ' epi', 144400, ' clock ', 196.91, ' min')
(' ave_R ', 1095.62, ' std_R ', 425.45, ' min_R ', 7.83, ' max_R ', 1956.08, ' times ', 369652055, ' epi', 144500, ' clock ', 197.06, ' min')
(' ave_R ', 1109.83, ' std_R ', 418.96, ' min_R ', 7.83, ' max_R ', 1956.08, ' times ', 369940063, ' epi', 144600, ' clock ', 197.21, ' min')
(' ave_R ', 1146.0, ' std_R ', 396.75, ' min_R ', 104.94, ' max_R ', 1956.08, ' times ', 370225491, ' epi', 144700, ' clock ', 197.36, ' min')
(' ave_R ', 1137.33, ' std_R ', 405.26, ' min_R ', 104.94, ' max_R ', 1956.08, ' times ', 370502659, ' epi', 144800, ' clock ', 197.51, ' min')
(' ave_R ', 1122.26, ' std_R ', 407.0, ' min_R ', 166.03, ' max_R ', 1956.08, ' times ', 370797722, ' epi', 144900, ' clock ', 197.66, ' min')
(' ave_R ', 1107.34, ' std_R ', 417.42, ' min_R ', 46.91, ' max_R ', 1956.08, ' times ', 371062771, ' epi', 145000, ' clock ', 197.81, ' min')
(' ave_R ', 1065.27, ' std_R ', 441.46, ' min_R ', 46.91, ' max_R ', 1956.08, ' times ', 371335392, ' epi', 145100, ' clock ', 197.96, ' min')
(' ave_R ', 1021.43, ' std_R ', 444.76, ' min_R ', 46.91, ' max_R ', 1956.08, ' times ', 371604006, ' epi', 145200, ' clock ', 198.1, ' min')
(' ave_R ', 998.14, ' std_R ', 421.52, ' min_R ', 46.91, ' max_R ', 1875.18, ' times ', 371897559, ' epi', 145300, ' clock ', 198.25, ' min')
(' ave_R ', 970.9, ' std_R ', 423.25, ' min_R ', 46.91, ' max_R ', 1875.18, ' times ', 372170392, ' epi', 145400, ' clock ', 198.39, ' min')
(' ave_R ', 970.91, ' std_R ', 411.97, ' min_R ', 46.91, ' max_R ', 1875.18, ' times ', 372460281, ' epi', 145500, ' clock ', 198.54, ' min')
(' ave_R ', 941.03, ' std_R ', 406.21, ' min_R ', 46.91, ' max_R ', 1875.18, ' times ', 372731325, ' epi', 145600, ' clock ', 198.68, ' min')
(' ave_R ', 927.51, ' std_R ', 385.02, ' min_R ', 46.91, ' max_R ', 1785.37, ' times ', 373010653, ' epi', 145700, ' clock ', 198.83, ' min')
(' ave_R ', 921.72, ' std_R ', 376.56, ' min_R ', 46.91, ' max_R ', 1785.37, ' times ', 373286426, ' epi', 145800, ' clock ', 198.97, ' min')
(' ave_R ', 966.3, ' std_R ', 413.82, ' min_R ', 46.91, ' max_R ', 1985.56, ' times ', 373582579, ' epi', 145900, ' clock ', 199.13, ' min')
(' ave_R ', 955.73, ' std_R ', 421.53, ' min_R ', 40.1, ' max_R ', 1985.56, ' times ', 373864758, ' epi', 146000, ' clock ', 199.27, ' min')
(' ave_R ', 984.84, ' std_R ', 423.24, ' min_R ', 40.1, ' max_R ', 1985.56, ' times ', 374146297, ' epi', 146100, ' clock ', 199.42, ' min')
(' ave_R ', 989.97, ' std_R ', 422.51, ' min_R ', 40.1, ' max_R ', 1985.56, ' times ', 374402754, ' epi', 146200, ' clock ', 199.56, ' min')
(' ave_R ', 972.39, ' std_R ', 419.52, ' min_R ', 40.1, ' max_R ', 1985.56, ' times ', 374679738, ' epi', 146300, ' clock ', 199.71, ' min')
(' ave_R ', 979.87, ' std_R ', 413.43, ' min_R ', 40.1, ' max_R ', 1985.56, ' times ', 374947053, ' epi', 146400, ' clock ', 199.85, ' min')
(' ave_R ', 975.87, ' std_R ', 427.94, ' min_R ', 40.1, ' max_R ', 1985.56, ' times ', 375231905, ' epi', 146500, ' clock ', 200.0, ' min')
(' ave_R ', 961.41, ' std_R ', 435.33, ' min_R ', 31.01, ' max_R ', 1985.56, ' times ', 375476419, ' epi', 146600, ' clock ', 200.13, ' min')
(' ave_R ', 956.04, ' std_R ', 433.06, ' min_R ', 31.01, ' max_R ', 1985.56, ' times ', 375757376, ' epi', 146700, ' clock ', 200.28, ' min')
(' ave_R ', 970.07, ' std_R ', 436.39, ' min_R ', 31.01, ' max_R ', 1985.56, ' times ', 376048240, ' epi', 146800, ' clock ', 200.43, ' min')
(' ave_R ', 932.84, ' std_R ', 413.55, ' min_R ', 31.01, ' max_R ', 1843.08, ' times ', 376302738, ' epi', 146900, ' clock ', 200.57, ' min')
(' ave_R ', 961.67, ' std_R ', 395.29, ' min_R ', 31.01, ' max_R ', 1843.08, ' times ', 376586237, ' epi', 147000, ' clock ', 200.71, ' min')
(' ave_R ', 959.05, ' std_R ', 375.31, ' min_R ', 31.01, ' max_R ', 1843.08, ' times ', 376871705, ' epi', 147100, ' clock ', 200.86, ' min')
(' ave_R ', 975.13, ' std_R ', 388.94, ' min_R ', 31.01, ' max_R ', 1843.08, ' times ', 377145842, ' epi', 147200, ' clock ', 201.01, ' min')
(' ave_R ', 969.96, ' std_R ', 380.64, ' min_R ', 31.01, ' max_R ', 1843.08, ' times ', 377417238, ' epi', 147300, ' clock ', 201.16, ' min')
(' ave_R ', 973.91, ' std_R ', 392.59, ' min_R ', 31.01, ' max_R ', 1843.08, ' times ', 377689579, ' epi', 147400, ' clock ', 201.3, ' min')
(' ave_R ', 978.34, ' std_R ', 378.24, ' min_R ', 31.01, ' max_R ', 1843.08, ' times ', 377972041, ' epi', 147500, ' clock ', 201.45, ' min')
(' ave_R ', 1046.61, ' std_R ', 382.53, ' min_R ', 66.39, ' max_R ', 1843.08, ' times ', 378271631, ' epi', 147600, ' clock ', 201.61, ' min')
(' ave_R ', 1033.5, ' std_R ', 382.44, ' min_R ', 66.39, ' max_R ', 1843.08, ' times ', 378545795, ' epi', 147700, ' clock ', 201.75, ' min')
(' ave_R ', 984.62, ' std_R ', 401.7, ' min_R ', 66.39, ' max_R ', 1843.08, ' times ', 378785898, ' epi', 147800, ' clock ', 201.88, ' min')
(' ave_R ', 1009.49, ' std_R ', 397.96, ' min_R ', 66.39, ' max_R ', 1811.46, ' times ', 379059620, ' epi', 147900, ' clock ', 202.03, ' min')
(' ave_R ', 1012.38, ' std_R ', 404.18, ' min_R ', 66.39, ' max_R ', 1811.46, ' times ', 379328984, ' epi', 148000, ' clock ', 202.17, ' min')
(' ave_R ', 1009.44, ' std_R ', 404.43, ' min_R ', 66.39, ' max_R ', 1811.46, ' times ', 379603432, ' epi', 148100, ' clock ', 202.31, ' min')
(' ave_R ', 1020.55, ' std_R ', 408.35, ' min_R ', 40.55, ' max_R ', 1811.46, ' times ', 379867386, ' epi', 148200, ' clock ', 202.45, ' min')
(' ave_R ', 1027.67, ' std_R ', 417.18, ' min_R ', 40.55, ' max_R ', 1811.46, ' times ', 380123061, ' epi', 148300, ' clock ', 202.59, ' min')
(' ave_R ', 1004.67, ' std_R ', 421.9, ' min_R ', -0.11, ' max_R ', 1811.46, ' times ', 380343072, ' epi', 148400, ' clock ', 202.72, ' min')
(' ave_R ', 977.2, ' std_R ', 420.89, ' min_R ', -0.11, ' max_R ', 1811.46, ' times ', 380610595, ' epi', 148500, ' clock ', 202.87, ' min')
(' ave_R ', 929.68, ' std_R ', 401.87, ' min_R ', -0.11, ' max_R ', 1799.23, ' times ', 380860742, ' epi', 148600, ' clock ', 203.01, ' min')
(' ave_R ', 917.89, ' std_R ', 408.25, ' min_R ', -0.11, ' max_R ', 1799.23, ' times ', 381101117, ' epi', 148700, ' clock ', 203.14, ' min')
(' ave_R ', 950.92, ' std_R ', 395.94, ' min_R ', -0.11, ' max_R ', 1799.23, ' times ', 381371490, ' epi', 148800, ' clock ', 203.29, ' min')
(' ave_R ', 920.0, ' std_R ', 385.47, ' min_R ', -0.11, ' max_R ', 1799.23, ' times ', 381630565, ' epi', 148900, ' clock ', 203.42, ' min')
(' ave_R ', 952.22, ' std_R ', 421.03, ' min_R ', -0.11, ' max_R ', 2086.38, ' times ', 381898412, ' epi', 149000, ' clock ', 203.56, ' min')
(' ave_R ', 981.37, ' std_R ', 444.69, ' min_R ', -0.11, ' max_R ', 2086.38, ' times ', 382173868, ' epi', 149100, ' clock ', 203.71, ' min')
(' ave_R ', 951.51, ' std_R ', 436.75, ' min_R ', -0.11, ' max_R ', 2086.38, ' times ', 382439886, ' epi', 149200, ' clock ', 203.86, ' min')
(' ave_R ', 958.74, ' std_R ', 451.72, ' min_R ', -0.11, ' max_R ', 2086.38, ' times ', 382707053, ' epi', 149300, ' clock ', 204.0, ' min')
(' ave_R ', 982.51, ' std_R ', 454.22, ' min_R ', -0.11, ' max_R ', 2086.38, ' times ', 382969025, ' epi', 149400, ' clock ', 204.14, ' min')
(' ave_R ', 986.74, ' std_R ', 449.07, ' min_R ', -0.11, ' max_R ', 2086.38, ' times ', 383243463, ' epi', 149500, ' clock ', 204.28, ' min')
(' ave_R ', 969.44, ' std_R ', 465.7, ' min_R ', -0.11, ' max_R ', 2086.38, ' times ', 383497875, ' epi', 149600, ' clock ', 204.42, ' min')
(' ave_R ', 1003.19, ' std_R ', 479.36, ' min_R ', 62.33, ' max_R ', 2086.38, ' times ', 383774308, ' epi', 149700, ' clock ', 204.56, ' min')
(' ave_R ', 1034.33, ' std_R ', 489.23, ' min_R ', 62.33, ' max_R ', 2086.38, ' times ', 384057782, ' epi', 149800, ' clock ', 204.71, ' min')
(' ave_R ', 1036.55, ' std_R ', 487.21, ' min_R ', 40.76, ' max_R ', 2086.38, ' times ', 384334176, ' epi', 149900, ' clock ', 204.86, ' min')
(' ave_R ', 973.32, ' std_R ', 463.31, ' min_R ', 40.76, ' max_R ', 1917.94, ' times ', 384598617, ' epi', 150000, ' clock ', 205.01, ' min')
(' ave_R ', 939.77, ' std_R ', 443.75, ' min_R ', 40.76, ' max_R ', 1917.94, ' times ', 384843082, ' epi', 150100, ' clock ', 205.14, ' min')
(' ave_R ', 961.25, ' std_R ', 439.44, ' min_R ', 40.76, ' max_R ', 1917.94, ' times ', 385115093, ' epi', 150200, ' clock ', 205.29, ' min')
(' ave_R ', 970.87, ' std_R ', 419.27, ' min_R ', 40.76, ' max_R ', 1917.94, ' times ', 385380500, ' epi', 150300, ' clock ', 205.43, ' min')
(' ave_R ', 966.4, ' std_R ', 410.36, ' min_R ', 40.76, ' max_R ', 1917.94, ' times ', 385628990, ' epi', 150400, ' clock ', 205.56, ' min')
(' ave_R ', 973.09, ' std_R ', 418.23, ' min_R ', 40.76, ' max_R ', 1917.94, ' times ', 385892251, ' epi', 150500, ' clock ', 205.71, ' min')
(' ave_R ', 986.09, ' std_R ', 417.02, ' min_R ', -0.16, ' max_R ', 1917.94, ' times ', 386137449, ' epi', 150600, ' clock ', 205.84, ' min')
(' ave_R ', 958.19, ' std_R ', 403.78, ' min_R ', -0.16, ' max_R ', 1917.94, ' times ', 386367407, ' epi', 150700, ' clock ', 205.98, ' min')
(' ave_R ', 952.75, ' std_R ', 382.77, ' min_R ', -0.16, ' max_R ', 1838.91, ' times ', 386641048, ' epi', 150800, ' clock ', 206.12, ' min')
(' ave_R ', 991.99, ' std_R ', 398.45, ' min_R ', -0.16, ' max_R ', 1847.83, ' times ', 386929813, ' epi', 150900, ' clock ', 206.27, ' min')
(' ave_R ', 1014.56, ' std_R ', 397.04, ' min_R ', -0.16, ' max_R ', 1847.83, ' times ', 387198604, ' epi', 151000, ' clock ', 206.42, ' min')
(' ave_R ', 1016.73, ' std_R ', 391.31, ' min_R ', -0.16, ' max_R ', 1847.83, ' times ', 387468427, ' epi', 151100, ' clock ', 206.56, ' min')
(' ave_R ', 1030.25, ' std_R ', 386.44, ' min_R ', -0.16, ' max_R ', 1847.83, ' times ', 387755171, ' epi', 151200, ' clock ', 206.71, ' min')
(' ave_R ', 1019.41, ' std_R ', 403.51, ' min_R ', -0.16, ' max_R ', 1847.83, ' times ', 388023916, ' epi', 151300, ' clock ', 206.86, ' min')
(' ave_R ', 1027.3, ' std_R ', 392.45, ' min_R ', -0.16, ' max_R ', 1847.83, ' times ', 388299931, ' epi', 151400, ' clock ', 207.0, ' min')
(' ave_R ', 1034.79, ' std_R ', 398.0, ' min_R ', -0.16, ' max_R ', 1847.83, ' times ', 388581974, ' epi', 151500, ' clock ', 207.15, ' min')
(' ave_R ', 1034.06, ' std_R ', 389.59, ' min_R ', 26.13, ' max_R ', 1847.83, ' times ', 388823202, ' epi', 151600, ' clock ', 207.29, ' min')
(' ave_R ', 1056.02, ' std_R ', 396.44, ' min_R ', 26.13, ' max_R ', 1847.83, ' times ', 389103353, ' epi', 151700, ' clock ', 207.43, ' min')
(' ave_R ', 1030.64, ' std_R ', 405.28, ' min_R ', 26.13, ' max_R ', 1847.83, ' times ', 389373018, ' epi', 151800, ' clock ', 207.58, ' min')
(' ave_R ', 982.8, ' std_R ', 392.27, ' min_R ', 26.13, ' max_R ', 1828.96, ' times ', 389624188, ' epi', 151900, ' clock ', 207.72, ' min')
(' ave_R ', 996.44, ' std_R ', 380.74, ' min_R ', 26.13, ' max_R ', 1828.96, ' times ', 389910507, ' epi', 152000, ' clock ', 207.87, ' min')
(' ave_R ', 1019.13, ' std_R ', 400.36, ' min_R ', 26.13, ' max_R ', 1834.01, ' times ', 390179732, ' epi', 152100, ' clock ', 208.01, ' min')
(' ave_R ', 1009.08, ' std_R ', 399.32, ' min_R ', 26.13, ' max_R ', 1834.01, ' times ', 390444648, ' epi', 152200, ' clock ', 208.16, ' min')
(' ave_R ', 997.29, ' std_R ', 387.31, ' min_R ', 26.13, ' max_R ', 1834.01, ' times ', 390713720, ' epi', 152300, ' clock ', 208.31, ' min')
(' ave_R ', 993.74, ' std_R ', 405.84, ' min_R ', 26.13, ' max_R ', 1834.01, ' times ', 390978232, ' epi', 152400, ' clock ', 208.45, ' min')
(' ave_R ', 992.16, ' std_R ', 399.21, ' min_R ', 26.13, ' max_R ', 1834.01, ' times ', 391260240, ' epi', 152500, ' clock ', 208.6, ' min')
(' ave_R ', 1022.17, ' std_R ', 402.65, ' min_R ', 39.34, ' max_R ', 1834.01, ' times ', 391535246, ' epi', 152600, ' clock ', 208.74, ' min')
(' ave_R ', 1012.12, ' std_R ', 394.8, ' min_R ', 34.46, ' max_R ', 1834.01, ' times ', 391798281, ' epi', 152700, ' clock ', 208.88, ' min')
(' ave_R ', 1029.01, ' std_R ', 390.02, ' min_R ', 34.46, ' max_R ', 1834.01, ' times ', 392040569, ' epi', 152800, ' clock ', 209.02, ' min')
(' ave_R ', 1062.27, ' std_R ', 393.06, ' min_R ', 34.46, ' max_R ', 1834.01, ' times ', 392317970, ' epi', 152900, ' clock ', 209.17, ' min')
(' ave_R ', 1084.35, ' std_R ', 400.3, ' min_R ', 34.46, ' max_R ', 1834.01, ' times ', 392605199, ' epi', 153000, ' clock ', 209.31, ' min')
(' ave_R ', 1081.84, ' std_R ', 392.24, ' min_R ', 34.46, ' max_R ', 1833.1, ' times ', 392900621, ' epi', 153100, ' clock ', 209.46, ' min')
(' ave_R ', 1067.68, ' std_R ', 399.35, ' min_R ', 34.46, ' max_R ', 1833.1, ' times ', 393156804, ' epi', 153200, ' clock ', 209.61, ' min')
(' ave_R ', 1068.99, ' std_R ', 395.48, ' min_R ', 34.46, ' max_R ', 1833.1, ' times ', 393408306, ' epi', 153300, ' clock ', 209.75, ' min')
(' ave_R ', 1095.11, ' std_R ', 385.92, ' min_R ', 34.46, ' max_R ', 1833.1, ' times ', 393688730, ' epi', 153400, ' clock ', 209.9, ' min')
(' ave_R ', 1099.57, ' std_R ', 373.69, ' min_R ', 34.46, ' max_R ', 1833.1, ' times ', 393964191, ' epi', 153500, ' clock ', 210.04, ' min')
(' ave_R ', 1089.1, ' std_R ', 353.27, ' min_R ', 34.46, ' max_R ', 1768.22, ' times ', 394246123, ' epi', 153600, ' clock ', 210.19, ' min')
(' ave_R ', 1119.97, ' std_R ', 365.37, ' min_R ', 58.7, ' max_R ', 2005.88, ' times ', 394536148, ' epi', 153700, ' clock ', 210.34, ' min')
(' ave_R ', 1109.77, ' std_R ', 371.21, ' min_R ', 108.66, ' max_R ', 2005.88, ' times ', 394780642, ' epi', 153800, ' clock ', 210.48, ' min')
(' ave_R ', 1106.0, ' std_R ', 363.19, ' min_R ', 108.66, ' max_R ', 2005.88, ' times ', 395064149, ' epi', 153900, ' clock ', 210.63, ' min')
(' ave_R ', 1081.56, ' std_R ', 366.62, ' min_R ', 108.66, ' max_R ', 2005.88, ' times ', 395327865, ' epi', 154000, ' clock ', 210.78, ' min')
(' ave_R ', 1102.66, ' std_R ', 395.9, ' min_R ', 39.62, ' max_R ', 2060.03, ' times ', 395604036, ' epi', 154100, ' clock ', 210.93, ' min')
(' ave_R ', 1111.84, ' std_R ', 385.91, ' min_R ', 39.62, ' max_R ', 2060.03, ' times ', 395882622, ' epi', 154200, ' clock ', 211.08, ' min')
(' ave_R ', 1119.65, ' std_R ', 388.8, ' min_R ', 39.62, ' max_R ', 2060.03, ' times ', 396139057, ' epi', 154300, ' clock ', 211.22, ' min')
(' ave_R ', 1105.2, ' std_R ', 384.58, ' min_R ', 39.62, ' max_R ', 2060.03, ' times ', 396400720, ' epi', 154400, ' clock ', 211.36, ' min')
